accession	gene	Intensity 31579	Intensity 31581	Intensity 31578	Intensity 31580
Q91VR8	Brk1	20717000.0	64400000.0	10948000.0	11898000.0
Q9CQG1	Chac2		6263300.0	20337000.0	
Q91W50	Csde1	42047000.0	10558000.0	31145000.0	
P58242	Smpdl3b	102910000.0	47450000.0	121560000.0	47010000.0
Q99NB9	Sf3b1	12500000.0	6287500.0	19030000.0	4610900.0
Q9D289	Trappc6b		10084000.0	21999000.0	
Q9D1K2	Atp6v1f	26918000.0	22962000.0	26428000.0	2954400.0
P97823	Lypla1	49923000.0	31690000.0	73736000.0	32506000.0
Q80UM3	Naa15		10993000.0	19073000.0	
Q9CR39	Wdr45b	22441000.0		41010000.0	
Q8CG76	Akr7a2	24143000.0	45855000.0	28019000.0	7717800.0
Q9JKX6	Nudt5	24050000.0	52294000.0	48208000.0	33047000.0
Q8K0G5	Tssc1	61968000.0	85297000.0	71382000.0	19941000.0
Q9CQ71	Rpa3	5119500.0		28375000.0	3678000.0
Q91VM9	Ppa2	108660000.0	12701000.0	138220000.0	16239000.0
Q569Z5	Ddx46	13656000.0	125390000.0	18369000.0	2965400.0
O09174	Amacr	126170000.0	1123500000.0	69657000.0	12275000.0
Q99JX3;Q91X51	Gorasp2;Gorasp1	27880000.0		33553000.0	10607000.0
Q8BGD8	Coa6	14314000.0	6588800.0	11902000.0	10015000.0
O08997	Atox1	253920000.0	21331000.0	69060000.0	
Q80W65	Pcsk9	60256000.0	5072100000.0	32790000.0	3480900000.0
Q03157	Aplp1	149420000.0		94701000.0	41128000.0
Q61477	Nbl1	214450000.0	402880000.0	162340000.0	97315000.0
P21570	Ang	31530000.0	86515000.0	27253000.0	28046000.0
P28301	Lox	31543000.0	866120000.0	41159000.0	1239300000.0
Q8C9W3	Adamts2	121640000.0	122990000.0	40117000.0	170800000.0
Q8K135	Kiaa0319l	83284000.0	218560000.0	3817800.0	45592000.0
Q61072	Adam9	795730000.0	1374800000.0	326430000.0	344570000.0
Q8BME9	Cbln4	137170000.0	42460000.0	267240000.0	140480000.0
Q8BNA6	Fat3	17286000.0	21360000.0	48879000.0	45059000.0
O70258	Sgce	56995000.0	54728000.0	64546000.0	57726000.0
P21614	Gc	550770000.0	9130400000.0	86827000.0	9022500000.0
Q9DBV4	Mxra8	47724000.0	82651000.0	32605000.0	226300000.0
Q9Z175	Loxl3	26430000.0		42385000.0	19778000.0
P35456	Plaur	23445000.0	805690000.0	40277000.0	345420000.0
O70458	Osmr	15913000.0	76468000.0	28275000.0	48823000.0
Q03146	Ddr1	149630000.0	209320000.0	217490000.0	392770000.0
Q9Z0J7	Gdf15	25757000.0	852050000.0	9920500.0	309610000.0
Q8BV57	Ssc5d		39115000.0	3513800.0	59810000.0
Q99LJ1	Fuca1	1523600000.0	206980000.0	135750000.0	363390000.0
Q63870	Col7a1		528810000.0	1144300.0	631570000.0
P35762	Cd81	19925000.0	805170000.0	504520000.0	152000000.0
Q9JMK0	B4galt5	694980000.0	833360000.0	769930000.0	1321000000.0
Q8K479	C1qtnf5	96206000.0	353950000.0	60305000.0	202890000.0
Q9ES89	Extl2	190340000.0	12702000.0	59221000.0	102600000.0
P27106	Amh	14487000.0	11895000.0	32591000.0	7637100.0
Q9EP52	Twsg1	61320000.0	194170000.0	82358000.0	117140000.0
Q9D975	Srxn1	66760000.0	26871000.0	32417000.0	39329000.0
P40240	Cd9		110790000.0	16908000.0	177340000.0
Q9JI18	Lrp1b	26860000.0		9808000.0	17657000.0
Q9EQQ9	Mgea5	14610000.0		21007000.0	19489000.0
Q9D1C8	Vps28	39490000.0	24843000.0	58480000.0	66014000.0
Q9ET47	Espn	27422000.0		33066000.0	23617000.0
P51569	Gla	86092000.0	119450000.0	78645000.0	60479000.0
Q8R0F3	Sumf1	39347000.0	35572000.0	58049000.0	109870000.0
P35282	Rab21	46067000.0	45620000.0	15646000.0	45745000.0
Q8R2Y2	Mcam	87870000.0	182130000.0	50230000.0	135010000.0
P62257	Ube2h		48792000.0	30334000.0	82559000.0
P02802	Mt1	12589000.0	38322000.0	99695000.0	73725000.0
Q9CX00	Ist1	91738000.0	34906000.0	41639000.0	58197000.0
P52482;Q91W82;P52483	Ube2e1;Ube2e2;Ube2e3	16659000.0		41785000.0	13055000.0
Q8CFI2	Cdc34	20668000.0	45186000.0	50038000.0	51521000.0
P70460	Vasp	12204000.0	12504000.0	17873000.0	46886000.0
P12815	Pdcd6	23017000.0	76058000.0	34562000.0	163400000.0
Q62422	Ostf1	83013000.0	300860000.0	63368000.0	121270000.0
Q91V41	Rab14	98197000.0	80043000.0	75754000.0	86104000.0
O70400	Pdlim1	117690000.0	1711100000.0	137090000.0	166850000.0
P82343	Renbp	163380000.0	180480000.0	50051000.0	91611000.0
Q91YN5	Uap1	48821000.0	59468000.0	76222000.0	106050000.0
O88952	Lin7c	25251000.0	87599000.0	19173000.0	34436000.0
Q61543	Glg1	49914000.0	59827000.0	37348000.0	43218000.0
P62071	Rras2	246620000.0	256850000.0	238760000.0	302010000.0
P62242	Rps8	5549000.0	14553000.0	21787000.0	30188000.0
Q9D820	Prorsd1	22852000.0	53561000.0	12621000.0	24770000.0
Q8R0Y6	Aldh1l1	65230000.0	226910000.0	42606000.0	93379000.0
P07091	S100a4	16182000.0	43417000.0	7803400.0	51244000.0
Q9R257	Hebp1		44661000.0	41465000.0	67648000.0
P32921	Wars	99461000.0	210960000.0	155750000.0	174010000.0
Q9CR41	Hypk	6545000.0	16281000.0	40761000.0	13208000.0
Q9QUH0	Glrx	105410000.0	50502000.0	16892000.0	72543000.0
P52795	Efnb1	538880000.0	176470000.0	1070500000.0	1394000000.0
Q3UTJ2	Sorbs2	59545000.0	47608000.0	20059000.0	81709000.0
Q8VED9	Lgalsl	27719000.0	21954000.0	31944000.0	29860000.0
Q9CWU9	Nup37	77553000.0		55943000.0	47864000.0
P67984	Rpl22	9435100.0	127140000.0	89866000.0	166590000.0
Q8C1B7	2018-09-11 00:00:00	151730000.0	1302700000.0	56435000.0	553500000.0
Q9R0Y5	Ak1	162860000.0	347020000.0	63795000.0	253010000.0
P62627	Dynlrb1	252230000.0	177280000.0	214380000.0	136500000.0
O70209	Pdlim3	9458900.0	32649000.0	13921000.0	18662000.0
Q9CQ65	Mtap	76873000.0	53001000.0	64197000.0	219010000.0
P61358	Rpl27	4492800.0	118720000.0	34083000.0	53165000.0
P83877	Txnl4a	36320000.0	101180000.0	70796000.0	29860000.0
Q8K003	Tma7	10744000.0	9052000.0	7588800.0	12805000.0
Q3U0V1	Khsrp	152460000.0	157420000.0	15897000.0	21600000.0
O54984	Asna1	38897000.0	30877000.0	79747000.0	66578000.0
P62301	Rps13	33116000.0	125150000.0	84982000.0	195250000.0
Q9CQ86	Mien1	12836000.0	26428000.0	26382000.0	6447600.0
Q99JX4	Eif3m	39162000.0	100830000.0	56301000.0	113950000.0
Q9D711	Pir	106910000.0	93645000.0	69893000.0	123690000.0
P0C7N9	Psmg4	41399000.0	60586000.0	59998000.0	28855000.0
P62702	Rps4x	21852000.0	175050000.0	24876000.0	135060000.0
Q8C460	Eri3	36475000.0	49665000.0	27822000.0	29045000.0
Q9JK23	Psmg1	92939000.0	59827000.0	142750000.0	63124000.0
Q91XC8	Dap	43628000.0	37303000.0	43024000.0	64956000.0
P62751	Rpl23a		45415000.0	7659400.0	57187000.0
P70362	Ufd1l	211540000.0	420020000.0	181100000.0	394400000.0
P00329	Adh1	119960000.0	61655000.0	73562000.0	149680000.0
P53612	Rabggtb	31921000.0	18122000.0	84418000.0	37496000.0
P50295	Nat2	11988000.0	20932000.0	84656000.0	75076000.0
Q05BC3	Eml1	603890000.0	957100000.0	1639600000.0	261540000.0
Q8K385	FRRS1	57524000.0	65501000.0	64828000.0	49323000.0
Q9D9A7	Ptges3l	8232400.0	7942100.0	15249000.0	14875000.0
Q3UL36	Arglu1	6451700000.0	1655100000.0	109570000.0	124860000.0
Q91XE4	Acy3	69505000.0	93057000.0	46089000.0	61847000.0
P18608	Hmgn1	47376000.0	13086000.0	76750000.0	15885000.0
Q8BV13	Cops7b	58352000.0	137280000.0	81238000.0	44478000.0
O08583;Q9JJW6	Alyref;Alyref2	63223000.0	90037000.0	128180000.0	247750000.0
P12787	Cox5a	20617000.0	13178000.0	23423000.0	30036000.0
Q8JZL3	Thtpa	14509000.0	104890000.0	38963000.0	75562000.0
Q3TWW8	Srsf6	73079000.0	14804000.0	18308000.0	42763000.0
P60824	Cirbp	6373800.0		5627900.0	97674000.0
Q91WE2	Fam192a	106680000.0	5358000.0	105860000.0	74303000.0
Q8VCX1	Akr1d1	609930000.0	841800000.0	623880000.0	272890000.0
O70423	Aoc3	300330000.0	99532000.0	83531000.0	89149000.0
O08529	Capn2		31105000.0	6545700.0	53725000.0
O08539	Bin1	29290000.0	26713000.0	18505000.0	23667000.0
O08912	Galnt1	244550000.0	252480000.0	141080000.0	83675000.0
O35098	Dpysl4	96712000.0		34202000.0	72120000.0
O70139	Pkig	3490400.0		4426800.0	
O70274;Q63739	Ptp4a2;Ptp4a1	9018700.0	16837000.0	3805500.0	6640700.0
O88653	Lamtor3		66903000.0	84796000.0	4593300.0
O88712;P56546	Ctbp1;Ctbp2	11544000.0		16794000.0	
O88803	Lect2		2568400.0	11052000.0	
P09535	Igf2	5310600.0	5858700.0	7790300.0	
P24547	Impdh2	31052000.0	37666000.0	21261000.0	
P47963	Rpl13	4105100.0		3030900.0	
P51807	Dynlt1	8805600.0	7552000.0	7905100.0	
P53690	Mmp14	13442000.0	52304000.0		27329000.0
P55002	Mfap2	41497000.0	105280000.0	44002000.0	20870000.0
P56873	Sssca1	161870000.0		32750000.0	19718000.0
P57716	Ncstn	6664100.0	8659300.0	11932000.0	16848000.0
P57746	Atp6v1d	15095000.0	20688000.0	19766000.0	
P62322	Lsm5		2530600.0	11525000.0	
P70186	Epyc		36717000.0	62983000.0	
P70671	Irf3	15810000.0		22933000.0	15247000.0
P97310	Mcm2	26663000.0		9281800.0	
P97434	Mprip		4192800.0	11735000.0	6181000.0
Q00724	Rbp4	12842000.0	5373500.0	7495800.0	
Q08943	Ssrp1		9139300.0	7977800.0	
Q3V1L4	Nt5c2	41982000.0		125350000.0	
Q4QY64	Atad5	83600000.0	33019000.0	112040000.0	175700000.0
Q5U5V2	Hykk		24545000.0	14596000.0	58071000.0
Q61753	Phgdh	3143500.0	9622700.0	2838000.0	1219100.0
Q63810	Ppp3r1	2987200.0	9697100.0	11331000.0	
Q64327	Mea1		23925000.0	25559000.0	12158000.0
Q6P9R2	Oxsr1	30639000.0	48196000.0	29687000.0	41807000.0
Q6PEB6	Mob4	117020000.0	170440000.0	34497000.0	34594000.0
Q78JE5	Fbxo22		8539200.0	5726800.0	10465000.0
Q80VJ2	Sra1	21442000.0		12617000.0	
Q80WB5	Wdyhv1	22569000.0	22138000.0	57675000.0	24074000.0
Q8BG73	Sh3bgrl2	10982000.0	38810000.0	33887000.0	2756700.0
Q8BG94	Commd7	6145800.0	13136000.0	14814000.0	7873000.0
Q8BHL8	Psmf1	6974200.0		14218000.0	
Q8BRH0	Tmtc3	43638000.0	117170000.0	210490000.0	142290000.0
Q8BWP8	B4gat1	52373000.0	140970000.0	57708000.0	67670000.0
Q8C351	Layn	12290000.0	20975000.0	14887000.0	
Q8CDG1	Piwil2	13991000.0		1805000.0	
Q8CFI0	Nedd4l	16165000.0		34943000.0	17661000.0
Q8CI32	Bag5		28352000.0	15881000.0	
Q8K0C9	Gmds	31254000.0	40669000.0	43597000.0	39032000.0
Q8K2I1	Fntb	46638000.0	34757000.0	53997000.0	
Q8K2Q5	Chchd7	5951700.0	7602400.0	6491300.0	
Q8QZY9	Sf3b4		12655000.0	1650900.0	31670000.0
Q8R1B4	Eif3c		63369000.0	10243000.0	72191000.0
Q8R526	Pkd1l1	64080000.0	77281000.0	68007000.0	42775000.0
Q8VC60	Glb1l		4266100.0	9570200.0	4380300.0
Q8VE70	Pdcd10	18354000.0	16726000.0	23786000.0	
Q8VHC3	Selm	13230000.0		15284000.0	
Q8VHN8	Nudt16l1	83098000.0	30041000.0	5505300.0	
Q8VI64	Mgarp	72228000.0	39206000.0	46798000.0	
Q91W39	Ncoa5	3766200.0	14307000.0	4159400.0	3033900.0
Q91WG0	Ces2c	99228000.0		75365000.0	52101000.0
Q91WU5	As3mt	50298000.0		16800000.0	
Q91WV0	Dr1	7049800.0		22547000.0	15634000.0
Q91ZI0	Celsr3	133770000.0	48836000.0	128990000.0	
Q924T3	Xrcc4	51326000.0		11991000.0	
Q9CQ10	Chmp3	89345000.0	56231000.0	31838000.0	50996000.0
Q9CQ13	Coprs	33364000.0	12980000.0	22815000.0	
Q9CR57	Rpl14	1718400.0	14791000.0	4020800.0	2352700.0
Q9CX86	Hnrnpa0	712140000.0	643300000.0	317990000.0	7651500.0
Q9CYD3	Crtap	25513000.0	42066000.0	19986000.0	29163000.0
Q9D211	Cdkn2aipnl	7562400.0		1712700.0	3182500.0
Q9D2Q8	S100a14		13932000.0	4529300.0	
Q9D7I0	Shisa5		64159000.0	2932100.0	8236900.0
Q9D832	Dnajb4		17021000.0	3804900.0	
Q9D880	Timm50	8929400.0	788890000.0	14526000.0	11053000.0
Q9D8Z2	Triap1	19368000.0		2913800.0	9619300.0
Q9DAI2	Ift22	37325000.0	59368000.0	11954000.0	23547000.0
Q9DCL9	Paics		6813200.0		7661000.0
Q9DCM0	Ethe1	18990000.0	29801000.0	7229000.0	
Q9DCM2	Gstk1	23594000.0		11429000.0	
Q9ES97	Rtn3	16538000.0		32623000.0	21538000.0
Q9JIY5	Htra2	42880000.0		20289000.0	
Q9JLV6	Pnkp	33249000.0	14446000.0	8381900.0	
Q9QZA0	Ca5b		10535000.0	30187000.0	23749000.0
Q9QZB9	Dctn5	8802800.0		6198000.0	
Q9WV98	Timm9	15478000.0	4547000.0	4429700.0	2091700.0
Q9Z0M5	Lipa	64804000.0		25556000.0	
Q9Z0Y1	Dctn3	96897000.0	48627000.0	26425000.0	32155000.0
Q9Z255	Ube2a	38730000.0		34703000.0	26782000.0
Q9CR75	Tnfrsf12a	6252700.0		7975700.0	
P12850	Cxcl1	52246000.0	337360000.0	15777000.0	11455000.0
Q91YQ5	Rpn1	3852700.0	10787000.0	106870000.0	6820100.0
P17125	Tgfb3	54831000.0	56247000.0	26257000.0	9599600.0
Q8K007	Sulf1	48670000.0		7505000.0	
Q8BR92	Palm2		5366400.0	33026000.0	7841500.0
Q64314	Cd34	15000000.0		37632000.0	
Q9JMD0	Znf207		19549000.0	12688000.0	7918900.0
Q3UD01	Atxn7l3b	13769000.0	11410000.0	17677000.0	4094600.0
Q9CXF4	Tbc1d15	9134500.0	6770100.0	11512000.0	1954900.0
Q8BGL1	Ppm1n	391260000.0	10181000.0	711940000.0	85293000.0
Q9CRT8	Xpot	95988000.0	10872000.0	31040000.0	18240000.0
Q9CT10	Ranbp3	58422000.0	29467000.0	64412000.0	4219400.0
Q8K5B2	Mcfd2	4270400.0	35173000.0	63942000.0	8863200.0
Q9DCL8	Ppp1r2		21448000.0	32299000.0	
Q9DB50	Ap1s2		7413000.0	17173000.0	12806000.0
P47955	Rplp1		49758000.0	108810000.0	11121000.0
P05977;P09542	Myl1;Myl3	108670000.0	251310000.0	190790000.0	98473000.0
Q9QY93	Dctpp1	19592000.0	35636000.0	34266000.0	23438000.0
P56394	Cox17	88969000.0		58793000.0	17099000.0
Q3U1U7	Ahrr	1201300000.0	1168500000.0	1538900000.0	1281000000.0
P31240	Pdgfb	43439000.0	67844000.0	22787000.0	124120000.0
Q03366	Ccl7	47992000.0	166620000.0	27796000.0	96828000.0
P28862	Mmp3		4575600000.0	30876000.0	3757900000.0
P55292	Dsc2	7088800.0	29085000.0	4063900.0	18924000.0
P97857	Adamts1	22938000.0	351320000.0	7026400.0	204450000.0
Q9DD06	Rarres2	21464000.0	148550000.0	12266000.0	217250000.0
P97821	Ctsc	12749000.0	800300000.0	18979000.0	688710000.0
Q61789	Lama3		792070000.0		1933300000.0
O88452	Stc2	2065600.0	194640000.0	19835000.0	261770000.0
O35664	Ifnar2		419810000.0	394630000.0	479350000.0
Q9R098	Hgfac		1408900000.0	32854000.0	1008900000.0
Q9R001	Adamts5		100970000.0	5448900.0	392800000.0
Q8BNJ2	Adamts4	27869000.0	289910000.0		109940000.0
Q925I7	Pdgfd	138920000.0	59133000.0	84677000.0	124250000.0
Q61805	Lbp	37377000.0	743520000.0	45135000.0	1222900000.0
O89023	Tpp1	92055000.0	538430000.0	53717000.0	568660000.0
P52793	Efna1	26376000.0	435280000.0	29711000.0	301150000.0
Q3UZZ4	Olfm4	19425000.0	8213000000.0	13573000.0	5879300000.0
O89093	Ccl20	47905000.0	52410000.0	21703000.0	154310000.0
Q9Z126	Pf4	1784000.0	66104000.0	5336100.0	51434000.0
Q9Z0F8	Adam17	56850000.0	30019000.0	18871000.0	14241000.0
Q9WVJ9	Efemp2	384780000.0	632100000.0	67948000.0	246770000.0
P97464	Ext1	42493000.0	117400000.0	158710000.0	223870000.0
Q9WVB4	Slit3		76180000.0	38392000.0	255600000.0
P50228	Cxcl5	8919200.0	1405500000.0	6494600.0	699340000.0
P97333	Nrp1		150730000.0	13039000.0	79587000.0
P56677	St14		848760000.0	5661000.0	1055500000.0
P97430	Slpi		186730000.0	3017700.0	629510000.0
Q62393	Tpd52	29891000.0	23114000.0	18717000.0	75354000.0
Q9R0M4	Podxl	508730.0	6793500.0	1267400.0	25974000.0
P18828	Sdc1	79638000.0	145950000.0	46523000.0	308850000.0
P10404			871840000.0	19939000.0	1725000000.0
P15379	Cd44	8564500.0	1543100000.0	16406000.0	954620000.0
P09803	Cdh1		3277000000.0	3347600.0	4335000000.0
P04925	Prnp	46239000.0	139020000.0	42200000.0	119380000.0
Q922J3;Q9Z0H8	Clip1;Clip2		639690000.0	175420000.0	802800000.0
Q9JME7	Trappc2l	16037000.0	3687500.0	6190900.0	38573000.0
Q64695	Procr	72100000.0	117340000.0	99454000.0	196350000.0
P13597	Icam1	41056000.0	442630000.0	69842000.0	391540000.0
P52800	Efnb2	54282000.0	161910000.0	58924000.0	185670000.0
Q6PDJ1	Cachd1	4670300.0	45812000.0	6815300.0	115460000.0
P10810	Cd14	14808000.0	2485200000.0	11003000.0	5320200000.0
P51885	Lum		663200000.0	21871000.0	2287300000.0
Q8BLX7	Col16a1	609770000.0	856960000.0	15593000.0	75553000.0
Q62470	Itga3	5609100.0	97544000.0	8590900.0	25657000.0
Q80X19	Col14a1		26247000.0	3605500.0	103300000.0
Q9JI48	Plac8	3850500.0	234690000.0	20470000.0	93639000.0
Q9Z0T9	Itgb6	13941000.0	130340000.0	28662000.0	80960000.0
Q60870	Reep5		28914000.0	6713000.0	36013000.0
Q921V5	Mgat2	225920000.0	146430000.0	46681000.0	99796000.0
O35127	Grcc10	12503000.0	21904000.0	4099400.0	10391000.0
Q3TW96	Uap1l1	186690000.0	155280000.0		102030000.0
O08759	Ube3a	199030000.0	206820000.0	17743000.0	113180000.0
P81117	Nucb2	116690000.0	585500000.0	53778000.0	334730000.0
Q8CCH2	Nhlrc3	29165000.0	40868000.0	49682000.0	48060000.0
O08573	Lgals9	13796000.0	19999000.0	36968000.0	23519000.0
Q9JHH9	Copz2	9984800.0	32684000.0	19317000.0	52371000.0
Q9D7E3	Ovca2	26472000.0	41195000.0	17437000.0	44998000.0
P47713	Pla2g4a	46671000.0	48111000.0	20115000.0	89162000.0
P35293	Rab18	19604000.0	18389000.0	71241000.0	182520000.0
Q8CAQ8	Immt	9636700.0	8070200.0	4614300.0	5545400.0
Q3U4G3	Xxylt1	36599000.0	35801000.0	15394000.0	39880000.0
Q62266	Sprr1a	11804000.0	124380000.0	40725000.0	219670000.0
P63254	Crip1	5235900.0	29659000.0	6552400.0	56565000.0
Q9Z0U1	Tjp2	13139000.0	54250000.0	14511000.0	301380000.0
Q9CQQ8	Lsm7	28531000.0	19930000.0	21340000.0	21129000.0
Q9R111	Gda	110580000.0	202520000.0	27821000.0	105110000.0
P26369	U2af2	15640000.0	50158000.0	18916000.0	57458000.0
Q8VE47	Uba5	9208100.0	15514000.0	40994000.0	30951000.0
Q9JLJ2	Aldh9a1		98217000.0		81279000.0
Q921F2	Tardbp	66568000.0	27686000.0	12896000.0	45836000.0
P61961	Ufm1	15114000.0		25373000.0	15425000.0
Q9D3R6;Q3UMC0	Katnal2;Spata5	1677200000.0	2020200000.0	2225800000.0	233420000.0
Q91ZF0	Dnajc24		16869000.0	24327000.0	44933000.0
Q61768	Kif5b	53743000.0		3654300.0	44146000.0
Q9D0J8	Ptms	128610000.0	168420000.0	245510000.0	161770000.0
Q9D8U8	Snx5		111760000.0	28002000.0	191900000.0
Q91WK5	Gcsh	32111000.0	114470000.0	130280000.0	42087000.0
Q9D8C4	Ifi35		16171000.0	15799000.0	55842000.0
P62855	Rps26		67706000.0	22497000.0	61123000.0
Q6P8J2	Sat2	5731100.0	9350200.0	21947000.0	18042000.0
P97352	S100a13	22566000.0	11821000.0	8077600.0	12720000.0
P29595	Nedd8	204040000.0	144380000.0	10072000.0	68440000.0
Q9JJ59	Abcb9	1476500000.0	2376400000.0	1085700000.0	2167300000.0
Q8VDJ3	Hdlbp	789950000.0	857590000.0	870010000.0	889470000.0
Q8VEE0	Rpe		68774000.0	29857000.0	41402000.0
Q9ERG0	Lima1		8173600.0	4155000.0	8119600.0
Q8CGF7	Tcerg1	4601400.0	7235600.0	3940700.0	8202000.0
Q9D0E1	Hnrnpm	294970000.0	12002000.0	9566900.0	46536000.0
Q91UZ5	Impa2	14013000.0	16842000.0	17731000.0	45683000.0
P28076	Psmb9	35530000.0	71608000.0	19460000.0	63465000.0
Q6ZPG2	Wdr90	129220000.0		46139000.0	138580000.0
P97363	Sptlc2	678310000.0	1396500000.0	432810000.0	1092300000.0
O54774	Ap3d1	10375000.0	125510000.0		15581000.0
O70475	Ugdh	1609800.0	17253000.0		2704200.0
P00796;P06281	Ren2;Ren1		68667000.0		34209000.0
P25119	Tnfrsf1b		26906000.0		27769000.0
P55271	Cdkn2b	2156000.0	2914900.0		3751300.0
P62918	Rpl8	14632000.0	9569200.0		7472400.0
Q64374	Rgn		14995000.0		12325000.0
Q69ZN7	Myof		22707000.0		6068900.0
Q6Y685	Tacc1		9339400.0		10407000.0
Q8BJU0	Sgta	36039000.0	20739000.0		65649000.0
Q8BTW3	Exosc6		16121000.0		16421000.0
Q8K4Q8	Colec12	2906600.0	110690000.0		15340000.0
Q8QZZ7	Tprkb	43865000.0			7613900.0
Q8VBV3	Exosc2		12405000.0		13978000.0
Q91VJ2	Prkcdbp		38019000.0		23777000.0
Q9CXA2	L3hypdh		35077000.0		12919000.0
Q9D0F3	Lman1		38048000.0		23449000.0
Q9D0L7	Armc10	23887000.0	54074000.0		18275000.0
Q9DCS2			14838000.0		2443700.0
Q9JHP7	Kdelc1	22390000.0			20847000.0
Q9JJN1	Fgf21		10788000.0		8116000.0
Q9JLQ0	Cd2ap	6903600.0	4382600.0		3635200.0
Q9JLZ6	Hic2		731060000.0		82006000.0
Q9QZJ6	Mfap5		74842000.0		23651000.0
Q9QZM0	Ubqln2		18115000.0		32660000.0
Q9R062	Gyg1	1458800.0	416700000.0		18494000.0
Q9R069	Bcam		53187000.0		60538000.0
Q9R1C7	Prpf40a		14038000.0		3072200.0
Q9WVH9	Fbln5	85676000.0	73207000.0		34360000.0
Q9Z1K5	Arih1		9208400.0		13787000.0
Q62000	Ogn	32095000.0	664210000.0		194390000.0
Q925S4	Il24		147830000.0		63889000.0
P41245	Mmp9		954620000.0		414970000.0
P14719	Il1rl1		25071000.0		424920000.0
Q9QUN9	Dkk3		480670000.0		747930000.0
Q61955	Klk8	7659800.0	99633000.0		105990000.0
Q62009	Postn		535610000.0		3521400000.0
Q811B3	Adamts12	2060600.0	10948000.0		8734900.0
Q6W5C0	Cxcl3		70006000.0		29479000.0
Q91YK8	Lypd3		82687000.0		72492000.0
A2AVA0	Svep1		108280000.0		106690000.0
Q01279	Egfr	12804000.0	1015500000.0		822470000.0
Q9DAU7	Wfdc2	40506000.0	3458000000.0		2556800000.0
P58686			144400000.0		157910000.0
O88839	Adam15		42058000.0		21103000.0
Q61362	Chi3l1		69524000.0		187840000.0
Q9D6X6	Prss23	48682000.0	46677000.0		77781000.0
P05017	Igf1		10514000.0		20263000.0
Q61330	Cntn2		1918700000.0		1940600000.0
Q03350	Thbs2		824460000.0		399750000.0
Q8K209	Gpr56		335950000.0		451730000.0
Q9D256	Spink12		20287000.0		30357000.0
Q8R366	Igsf8		590000000.0		375430000.0
O88338	Cdh16		177820000.0		42022000.0
P21765	Gpx5		1808400000.0		1105300000.0
Q922P8	Tmem132a	43151000.0	43517000.0		83576000.0
Q64253	Ly6e		21758000.0		11376000.0
P16056	Met	2793200.0	1104400000.0		1082900000.0
O35902	Dsg3		87453000.0		114210000.0
P70412	Cuzd1		747220000.0		988930000.0
Q66K08	Cilp		124710000.0		1450300000.0
O35054	Cldn4		24215000.0		33480000.0
Q10738	Mmp7		877020000.0		986160000.0
P50404	Sftpd		189980000.0		173270000.0
Q8K1M6	Dnm1l	28221000.0	465240000.0		353060000.0
P97927	Lama4	7267300.0	91069000.0		45513000.0
Q61087	Lamb3		35520000.0		13019000.0
Q8BMS2	Spon2		29029000.0		202090000.0
O09126	Sema4d		23574000.0		37451000.0
Q61092	Lamc2		408280000.0		555790000.0
Q8JZQ5	Aoc1		552530000.0		312970000.0
Q9CQW9;Q99J93	Ifitm3;Ifitm2		10996000.0		14197000.0
Q8BZQ2	Crispld2		69806000.0		38614000.0
Q91Z98	Chil4		26649000.0		39463000.0
Q9JJ00	Plscr1		92071000.0		110580000.0
P12970	Rpl7a	3398100.0	72719000.0		76311000.0
O55201	Supt5h		31121000.0		13061000.0
Q8BVE3	Atp6v1h	61221000.0	38192000.0		176380000.0
Q62523	Zyx		36658000.0		47303000.0
Q3TJD7	Pdlim7		19976000.0		23787000.0
P61211	Arl1	51169000.0	59613000.0		36563000.0
Q6NZN0;Q5SFM8	Rbm26;Rbm27		5699400.0		5600200.0
Q9WVE8	Pacsin2		71421000.0		108100000.0
Q3U7R1	Esyt1	4440100.0	12198000.0		35301000.0
Q8BK67	Rcc2	8871700.0	93470000.0		211690000.0
Q8CJ53	Trip10		6812300.0		28386000.0
P70336;P70335	Rock2;Rock1		54591000.0		23710000.0
P97449	Anpep	53908000.0	17658000.0		65348000.0
Q3UGC7;Q66JS6	Eif3j1;Eif3j2	16765000.0	32939000.0		9600000.0
P24288	Bcat1		68354000.0		68249000.0
Q8BP67	Rpl24		10567000.0		5576200.0
P00920	Ca2	2966700.0	732870000.0		318180000.0
Q6ZWN5	Rps9		80330000.0		6341800.0
P31725	S100a9		22789000.0		39747000.0
Q7TNG8	Ldhd		89648000.0		54763000.0
Q8VHI3	Pofut2	89602000.0	33778000.0		45375000.0
P62307	Snrpf	136330000.0	77644000.0		69899000.0
Q923D4	Sf3b5	25884000.0	13556000.0		14564000.0
